munkaleiras,link
"Job SummaryWe are in search of professional individuals to become part of our team as Busser/Food Runner to assist the service team in providing excellent service to all of our guests.ResponsibilitiesIncludes, but not limited to:Provide an energetic, outgoing, fun personality while maintaining professionalism.Perform varied duties to ensure all aspects of the proper steps of service.Offer polite, professional, and courteous customer service.Support serving staff, assisting them in ensuring that all customer needs are met in an expedient, courteous, and professional manner.Maintain service stations in a clean and orderly manner throughout shift.Clear and clean tables in a timely manner.Reset tables according to specifications of location.Perform more than one task at a time.Offer polite, professional, and courteous customer service.Communicate effectively with co-workers.Communicate with guest clearly, patiently, courteously and with good humor.Complete all side work as assigned.Maintain a clean and orderly work area to ensure safety.Clear all empty tables and set tables for new guests.Restock service stations.QualificationsPrior customer service and/or restaurant experience preferred.Communication skills are utilized a significant amount of time when interacting with others; demonstrated ability to interact with guests, employees and third parties that reflects highly on the venue, the brand and the Company.Reading and writing abilities are utilized often to answer guest’s questions regarding the menu.Basic mathematical skills are used frequently.May be required to work nights, weekends, and/or holidays.Job requires ability to perform the following:Strong ability to provide attention to detail.Carrying or lifting items weighing up to 75 pounds.Handling objects (including food and utensils), products, and bussing tubs/trays.Standing, bending, stooping, and kneeling.Must be able to move about the entire facility safely and efficiently.Job Type: Part-time",https://www.indeed.com/viewjob?jk=691f043cd13439d2
"Job SummaryGreat place to work! We are Tim Hortons in Troy and we are looking for the very best staff (YOU)Apply now for full time and part time shifts. We have 1 pm shifts and 2 pm shifts ending by 10:15 PM A good training program to teach you all that you need to be great your job. Great career growth, and the possibility of advancement.Please, only apply ONE TIME to this employers postings (we look at all applicants).Please no phone calls.Crew, Cashier, 4 AM, Opener, QSR, Speed of Service, Restaurant, Guest Services, Shift Premium, Customer Service, Part Time, Full Time, College Students, Tim Hortons, Troy,BenefitsBlue Cross/Blue Shield, elective dental, elective optical, annual reviews, flex time (great for college students) and 401(k) are just some of the great benefits offered.No Fryers/No overnights.Great place to work with great co-workersJob Type: Full-time",https://www.indeed.com/viewjob?jk=2e06932b3e7db94d
"Asaysia is a new Plates to Share Restaurant with a polished casual atmosphere located in downtown Detroit. All entrees are house made under supervision of our Executive Chef. Join our team at this beautiful new restaurant.Education- High school diploma or equivalent.Ability- Must be able to stand 8 plus hours and lift 20 pounds and heavy food trays.Able to work flexible hours, late nights, weekends, and holidays.Prior experience as server preferred.Provide 3 previous work references and be subject to background checks.Job Types: Full-time, Part-timeRequired experience:Server: 2 years",https://www.indeed.com/viewjob?jk=da4e1298a8b1c786
"Asaysia is a new Plates to Share Restaurant located in downtown Detroit. Join our team in greeting new customers to this unique restaurant. Looking for a pleasant person with experience in front of house seating.Education- High school diploma or equivalent.Ability- Must be able to stand long shifts and work flexible hours, nights, weekends, and holidays.Prefer previous experience in front of house operation.Provide 3 previous references and be subject to background checks.Job Type: Part-time",https://www.indeed.com/viewjob?jk=2a07da2dc48b8c3d
"Job SummaryGreat tasting food prepared quickly and accurately by caring Associates helps ensure each Guest has a memorable and enjoyable experience at Fazoli’s. Kitchen Associates work at a fast pace, pay close attention to details, enjoy working with food and are organized and efficient. Kitchen positions include the following:Kitchen Lead:  Operates the steamtable, where a majority of food items originate and are prepared, cooked, plated and served. Stocks and maintains necessary food inventory for each shift, maintains clean and sanitized work area, prepares all dishes according to exact recipe specifications, communicates with Team Members to ensure all Kitchen Associates are coordinated and operating as efficiently as possible. Assists the Oven Coordinator and Sandwich Station as needed.Oven Coordinator:  Ensures all dishes requiring heating/cooking in the convection or microwave ovens have been prepared to exact recipe specifications and quality standards. Places products in the oven and removes them when thoroughly heated/cooked, ensuring products are hot, fresh and visually appealing. Delivers final product to the Expeditor for packaging or traying and delivery to drive-thru or dine-in Guests. Assists the Kitchen Lead and Sandwich Station as needed.Sandwich Station:  Prepares all sandwiches, salads and pizza products to exact recipe specifications and quality standards. Maintains cleanliness, sanitation and organization of the Sandwich Station as well as product inventory levels to meet business needs.Dishwasher:  Cleans and sanitizes all dishes, silverware, cooking utensils, etc. according to company standards and practice. Ensures the dishwashing machine is maintained properly and that the dishwashing area is kept neat, clean and organized. Removes full trash bags and replaces as needed from the dining room and kitchen, transporting trash from the restaurant to the dumpster as directed by management.Food Preparation:  Prepares products to pre-established inventory level as directed by management, ensuring each product is prepared to exact recipe specifications and quality standards. Ensures each prep item is properly tagged and rotated to ensure quality and freshness and discards expired or poor quality products.Job Types: Full-time, Part-timeSalary: $9.50 to $11.00 /hour",https://www.indeed.com/viewjob?jk=bbc563b16ab95c1d
"Asaysia is a new Plates to Share Restaurant with 2 large full service bars each with seating for 35 customers. It is located in downtown Detroit. Prefer 2 years experience in high volume establishment.Education- High school diploma or equivalent.Ability- Must be able to stand 8 hour shifts and lift 20 pounds.Able to work flexible hours, late nights, weekends and holidays.Must be personable.Provide 3 references and be subject to background checks.Job Types: Full-time, Part-time",https://www.indeed.com/viewjob?jk=695bae84c4b1225c
"Asaysia is a new Plates to Share Restaurant with a polished casual atmosphere located in downtown Detroit. All entrees are house made under the supervision of our Executive Chef. Tasks include assisting the servers, delivering food to the bar, and cleaning tables. Apply today and be a part of this unique restaurant. Previous restaurant experience desired.Education- High School diploma or equivalent.Ability- Must be able to stand 8 plus hours and lift 20 pounds and food trays.Able to work flexible hours including late nights, weekends and holidays.Provide 3 references and be subject to background checks.Job Types: Full-time, Part-time",https://www.indeed.com/viewjob?jk=0653e452c0d948aa
"Job SummaryMid-Day Dog Walkers Needed: M/W/F or T/TH or M-FPaws Around Motown is an established and well-loved pet sitting and dog walking company, and we are seeking exceptional dog walkers to add to our great staff.Days: M/W/F or T/TH or M-FHours: 10-1, 11-2, or 12-3Pay rate: $8.00 per 30 minute walk, $10 per 45 minute walk, and $12 per 60 minute walkWalkers needed in: Bloomfield Hills, Bloomfield TwpPlease note: This is a very part-time job to start (2-5 walks per week). More walks available as business increases and you attend new client interviews.Walks are for 1-2 dogs at a time.Requirements: -You have a car.-You LOVE dogs.-You feel comfortable walking both BIG and small dogs.-You can work with us until at least 10/1/18. The pets will want to develop a long-term relationship with you.-You are available for the days/hours listed above.-You can easily pass a criminal/background check.Please request our email address and in 50 words or less, explain why you would be the perfect person for this job. Also, please include the days/hours you are available and your location. Thanks!Responsibilities and DutiesWalking Dogs.Must be comfortable walking both BIG and small dogs.Must be comfortable walking at least two dogs at one time.Job Type: Part-timeSalary: $8.00 to $12.00 /hourRequired experience:Dog Walking: 1 yearRequired education:High school or equivalentJob Location:Bloomfield Township, MIRequired license or certification:Driver's LicenseRequired shifts:Mid-Day",https://www.indeed.com/viewjob?jk=6835976d736acfd5
"Job SummaryWe are Tim Hortons and we are looking for great staff (YOU).Apply now for full time and part time afternoon shifts. Team Member, Shift Leader and Supervisor positions available. We are flexible with college schedules.PM Shifts starting as early as 2 pm or 3 pm and ending by 10:15 pm. We will train you.Competitive hourly wages paidQualifications and SkillsEnergetic type person that understands a sense of urgency, and pleasing our guest. If you have a magnetic personalityand love the night life then you are the person for us.BenefitsBlue Cross/Blue Shield, elective Dental, Annual Reviews, flex time (great for college students) and 401(K) are just some of the great benefits offered. A great quality of life and work combined!Job Type: Full-time",https://www.indeed.com/viewjob?jk=7cf5d5e1eb2cc94b
"The Homewood Suites by Hilton Brighton is seeking friendly and outgoing houseman. We are looking for for someone who will be engaged with our guests and team and want to grow in our fun rewarding atmosphere!Responsibilities and DutiesResponsible for acting as a support role to housekeepers, supervisors, and maintenance if needed. Including light maintenance will be required.Responsible for cleaning hallways, removing trash and linen from hallways.Must keep all public areas clean and tidy for guests.Adhere to all department procedures and policies, including lost and found.Delivery to guest rooms will be efficient, professional and with the highest of standards.Maintain meeting room cleanliness.Keep all storage rooms neat, organized, and stocked.Clean RoomsJob RequirementsMove, lift, carry, push, pull, and place objects weighing less than or equal to 40 pounds.Employee may regular be required to stoop, kneel, crouch, or crawl, in addition to extended lengths of walking, standing and use of arms.Perform other reasonable job duties as requested by SupervisorMust be able to work flexible schedule to include weekends and holidays.Must come to work in a clean and neat uniform every day with name tag.Apply the hotel brand service standards every day at work!Job Type: Full-timeRequired experience:Maintenance: 1 yearJob Location:Brighton, MI",https://www.indeed.com/viewjob?jk=90e141f6245ad452
"Job SummaryPart time industrial cleaning tech. Responsible for the weekend cleaning of plant equipment and areas.Responsibilities and DutiesScrape, scrub and wipe away debris and buildup. Mop, vacuum, wipe.Qualifications and SkillsPrevious cleaning experience desiredprevious experince in an industrial setting desiredBasic knowledge of hand toolsJob Type: Part-timeRequired experience:Industrial cleaning: 1 yearJob Location:Sandusky, OHRequired license or certification:Drivers and forkliftRequired shifts:GraveyardRequired travel:25%",https://www.indeed.com/viewjob?jk=407566c9a78eeea4
"Job SummaryEvening busserclean tables, restock, reset for usestock stations, clean floorsteamwork crucialfun place to work and gain experiencecome in Tuesday 2/20 at 3:00 for open interview. Please apply to rsvp.If unable to make it, send an email to schedule.Job Type: Part-timeSalary: $9.00 /hour",https://www.indeed.com/viewjob?jk=69eb2923f044ee9a
"Job SummaryA.M./P.M. Pet Visitors NeededPaws Around Motown is an established and well-loved pet sitting company, and we are seeking exceptional pet visitors to add to our staff.Please note: We will be accepting applications until we find the right staff, so if you are viewing this posting weeks after it’s been published, please contact us as we may still need more staff members!Visitors needed in: Birmingham, Royal Oak, Berkley and Huntington WoodsInformation regarding visits: Visits are 1-2 visits per day for 3-14 days. (You’ll provide feeding, walking, plant watering, and mail pickup while clients are traveling.)Visits for dogs are 30 to 45 minutes between 7-9 am and 6-9 pm. (Perfect for someone who wants to supplement his/her income before and after a full-time job.)Visit times for cats are more flexible and are usually once daily for a 30-minute visit.Requirements for the dog and cat visitor position: You have a car.You have a working Smart Phone with internet connection.You can commit to working with us until at least 1/17/2019.You love both dogs and cats.You are available for both morning and evening visits.You can work at least 2 of the 3 major winter holidays: Thanksgiving, Christmas, New Year’s (Don’t worry; you’ll be able to have a holiday too, and you’ll be paid more per visit during this time.)You can pass a criminal / background check.Hours/Pay rate:  6-14 visits needed each week/$8-$10/per visit.Please request e-mail, and in 50 words or less, explain why you would be the perfect person for this job. Also, please include your location. Thanks!Job Type: Part-timeSalary: $8.00 to $10.00 /hourRequired experience:Pet Sitting: 1 yearRequired education:High school or equivalentJob Location:Berkley, MI 48072Required license or certification:Driver's License",https://www.indeed.com/viewjob?jk=5b874c874e8aced0
"Job SummaryMid-Day Dog Walkers Needed: M/W/F or T/TH or M-FPaws Around Motown is an established and well-loved pet sitting and dog walking company, and we are seeking exceptional dog walkers to add to our great staff.Days: M/W/F or T/TH or M-FHours: 10-1, 11-2, or 12-3Pay rate: $8.00 per 30 minute walk, $10 per 45 minute walk, and $12 per 60 minute walkWalkers needed in: Detroit, Ferndale, Berkley, Royal Oak, Huntington WoodsPlease note: This is a very part-time job to start (2-5 walks per week). More walks available as business increases and you attend new client interviews.Walks are for 1-2 dogs at a time.Requirements: -You have a car.-You have a Smart Phone with Internet connection.-You LOVE dogs.-You feel comfortable walking both BIG and small dogs.-You can work with us until at least 10/1/18. The pets will want to develop a long-term relationship with you.-You are available for the days/hours listed above.-You can easily pass a criminal/background check.Please request email, and in50 words or less, explain why you would be the perfect person for this job. Also, please include the days/hours you are available and your location. Thanks!Job Type: Part-timeSalary: $8.00 to $12.00 /hourRequired experience:dog walking/pet sitting: 1 yearRequired education:High school or equivalentJob Location:Berkley, MI 48072Required license or certification:Driver's License",https://www.indeed.com/viewjob?jk=f9efe736e61f56d0
"Position Description

Responsible for ensuring an efficient flow of the unload process. This includes setting up receiving equipment (e.g., conveyor) and materials (e.g., pallets, shrink wrapping), unloading received merchandise, and preparing and distributing merchandise from receiving to the appropriate store department. Also responsible for providing excellent customer service by assisting customers in locating, selecting, demonstrating, and loading of merchandise in a friendly and professional manner.

Job Requirements

Requires morning, afternoon, and evening availability any day of the week. Physical ability to perform tasks that may require prolonged standing, sitting, and other activities necessary to perform job duties.

Minimum Qualifications

Ability to read, write, and perform basic arithmetic (addition, subtraction).

Preferred Qualifications

6 months of experience operating a forklift in confined spaces (e.g., a semi-trailer).",https://www.indeed.com/viewjob?jk=40d1293f8301d54d
"Provides “World Class Customer Service” by surprising and delighting our customers every day. Able to run fast and efficient cash register operations. Observes customer traffic and calls for additional service as needed.
Job Responsibilities

Ensures customer care and selling are #1 priority
Able to run a cash register quickly and efficiently.
Has a strong understanding of precise register functions, including how to process all transactions and forms of tender as well as layaway payments.
Prepared to serve the customer with a positive attitude at all times.
Maintains register station by replenishing supplies, cleaning and straightening work area
Knowledge of store, services, and locations of merchandise.
Promote and comply with all register prompts relating to the use of Shop Your Way Rewards, our credit card, Smart Plans, gift cards and other add-on sales.
Demonstrates strong skill set in suggestive selling techniques for add on sales.
Practices operation invitation and positive customer interactions.
Observes customer traffic and calls for additional service as needed to provide efficient customer service.
Makes eye contact, smiles, greets and offers help to every customer.
Assists in handling and resolving customer issues and complaints.
Thanks the customer for shopping at Kmart and invites them back.
Maintains a friendly and courteous demeanor while providing fast and efficient service to customers.
Teaches, models and leads ways to satisfy customers.
Assists in training fellow associates in checkout procedures.
Follows corporate guidelines relating to MC&C and known loss merchandise.
Facilitates dialogue between front-line associates and the store leadership team.
Use the P.A. system effectively to promote advertised goods.
Call for carryout if the customer would like help loading heavy merchandise into their vehicle.

",https://www.indeed.com/viewjob?jk=067bdb83d3806f45
"Performs daily food service related duties necessary to meet customer and patient feeding deadlines. Maintains a neat, clean and sanitary work area appropriate for food and service ware handling. Uses Department equipment in a safe, efficient and confident manner. Follows departmental policies related to patient safety. Stays current with training requirements and safety in services. Serves Internal and External customer needs promptly, accurately and politely utilizing department and UHC service standards.
Position Requirements:
Previous experience working with customers preferred.
Previous experience in food service preferred.
Basic computer skills preferred.
Special Skills & Equipment Knowledge:
Receives direction well
Guest relation skills
Able to communicate effectively with team members and customers
Time management skills
Able to lift, push, or pull up to 50 pounds
Able to stand, reach, stoop up to 8 hours at a time
Education Requirements:
High School diploma or equivalent preferred.
Equal Opportunity Employer - minorities/females/veterans/individuals with disabilities/sexual orientation/gender identity.",https://www.indeed.com/viewjob?jk=74a65ab0ae52d01c
"The Barista is responsible for fulfilling orders and completing sales transactions within a Starbucks establishment and performing other support functions which may include cleaning the food preparation, customer seating or stock areas and maintaining inventory; performs all other responsibilities as directed by the business or as assigned by management. This is a non-exempt position and typically reports to the Store Manager.


Essential Functions:

Greets customers and takes food order; provides information about products and looks for opportunity to ""up-sell"" products
Prepares all drink orders to Starbucks and company standards
Operates a cash register and receives payment from customers in cash or credit card, accurately counts and provides change to customers as required, and follows all HMSHost customer service and cash handling policies and procedures
Educates and informs customers about the differences among coffee beans, coffee preparation and home brewing methods
Cleans and stocks customer area
Follows company and Starbucks operational policies and procedures, including those for safety and security, to ensure the safety of all partners during each shift
Maintains a calm demeanor during periods of high volume or unusual events to keep store operating to standard and to set a positive example for the shift team
Minimum Qualifications, Knowledge, Skills, and Work Environment:

Demonstrates the ability to interact with the public and coworkers in a friendly, enthusiastic and outgoing manner
Requires the ability to bend, twist, and stand to perform normal job functions
Requires the ability to speak, read and comprehend instructions, short correspondence and policy documents, as well as converse comfortably with customers
Requires the ability to learn and maintain knowledge of Starbuck's products and procedures
Some cash handling and customer service experience preferred
Equal Opportunity Employer (EOE)


Minority/Female/Disabled/Veteran (M/F/D/V)


Drug Free Workplace (DFW)


Requirements:


Schedule

Part time


Shift

Variable


Job Level

Hourly


Expertise

Food/Beverage Services


Job Type

Standard


Location

OH - West Unity - Tiffin River Travel Plaza",https://www.indeed.com/viewjob?jk=e0585d6f451449f8
"GENERAL PURPOSE
Responds in a professional and courteous manner to arriving, departing and in-house guests by providing accurate and timely information and services. Responds to telephone and in-person inquiries regarding reservations, hotel information and guest concerns.
ESSENTIAL DUTIES/RESPONSIBILITIES
Greets and completes established check-in procedures for arriving guests on a daily basis in order to ensure guest are satisfied and in rooms as requested.
Facilitates guest departure (check-out) on a daily basis by following established computer procedures in order to close guest accounts and open the room for the next sell.
Regularly calculates and/or posts monies, receipts, guest accounts and other forms of credit using accurate, proper cash handling methods and established procedures in order to present the customer with timely and precise hotel charges upon check-out and maintain accurate hotel records.
Courteously answers inquiries and accepts reservations, both in person and by telephone, by accurately communicating hotel rates and information and by using suggestive selling techniques to sell room nights, increase occupancy and revenue.
Maintains good customer relations by keeping abreast of all in-house and area functions in order to answer questions and concerns with timely and knowledgeable responses, in person and on telephone.
Operates the PBX equipment by accepting incoming calls, assisting outgoing calls, scheduling and setting wake-up calls and paging guests to provide guests with timely and efficient service.
Controls cash transactions at the front desk and maintains complete responsibility for personal bank as specified by hotel bank agreement policy.
Maintains a friendly, cheerful and courteous demeanor at all times.
Performs other duties as assigned, requested or deemed necessary by management.
OTHER DUTIES/RESPONSIBILITIES
Processes all guest mail, messages and faxes by receiving, sorting, notifying and distributing to mailboxes and to guests in order to ensure the information is received by the guests in the most timely and accurate method possible.
Contributes and maintains established information and communications sources such as department and front desk log books in order to enhance department communications and operations.
Provides assistance to other employees and departments to contribute to the best overall performance of the department and the hotel.
SUPERVISORY DUTIES - None
JOB QUALIFICATIONS
Knowledge
Must have high school graduate level mathematical aptitude, know standard cash handling procedures and knowledge of computerized cash register systems.
Must have past experience in dealing directly with the public and acquired general knowledge of basic customer service skills. Must be fluent in oral and written English.
Skills
Must have vision ability to read written communiques and monochrome computer screen.
Must have hand and finger dexterity to operate computer, calculator and telephone keyboards, for cash handling and paperwork processing.
Abilities
Must be able to understand and follow verbal/written instructions, work on more than one task at a time, and be able to communicate both verbally and in writing.
Must be able to use tact and understanding when dealing with a variety of customer service problems, including stressful and highly emotional situations.
Must be highly organized and able to pay attention to minute written and verbal details, particularly when performing multiple tasks.
Education/Formal Training
High School diploma or equivalent
Experience
None required
Material/Equipment used
Standard office equipment including but not limited to: telephone, copier, cash register, PC, fax machine, and PBX machine.
Environment
Prolonged standing at indoor, thermostatically climate-controlled work station under florescent lighting.

Brand: The Henry
Address: Fairlane Plaza, 300 Town Center Dr Dearborn, MI - 48126
Property Description: The Henry - 300 Town Center Dr, Dearborn, MI
Property Number: 7",https://www.indeed.com/viewjob?jk=4b8dc52a455ee6d0
"Sweet! Pick & Mix Candy is looking for new team member in our Ann Arbor Location! We are looking for someone who loves a good challenge, have fun with their job and the rest of the team. Must be able to lift 30 lbs. We have high standards for great customer service, being on time, being a great team player, keeping things clean and stocked.Please come visit us in the Briarwood Mall across from Victoria's Secret to fill out an application or call Ariel at 517-802-8225.Job Type: Full-timeSalary: $9.25 to $11.00 /hourRequired experience:Sales: 1 year",https://www.indeed.com/viewjob?jk=8d6c7d33726f597b
"Summary: To assist guests efficiently, courteously and professionally in all Front Desk related functions, and to maintain high standards of service and hospitality. Responsibilities: Other duties may be assigned. Provide the highest quality of service to the customer at all times. Promptly and effectively deal with guest complaints and requests. Check guests in and out efficiently and in a friendly manner. Post guest charges and compute guest bill, collect payment and make change for hotel guests following all cash handling procedures as required. Handle guest mail and messages per established procedures. Be very knowledgeable of Rewards program and promotions. Develop a thorough knowledge of hotel staff, room locations, room rates, amenities, and selling strategies. Take reservation requests efficiently. Answer switchboard in accordance with standards of proper telephone etiquette. Block rooms and handle special requests. Monitor room availability. Handle safe deposits by guests per established procedures. Keep lobby and desk area clean and presentable. Have a thorough knowledge of emergency and security procedures. Offer and properly handle requests for wake up calls. Know how to clean guest rooms to standards. Clean lobby, meeting room, vending room, breakfast room, and back office area. Work on laundry during down times adhering to standards. Open and close shift make cash drops. Ensure all credit cards, cash, and change fund are balanced throughout each shift. Inform management of any guest or systems related complaints or problems. Communicate with incoming staff and management by logging pertinent information in the pass on log. Keep maintenance informed of all maintenance needs. Pass on guest lost and found inquiries to management or supervisors. Assist in marketing effort by completing Company Tracking nightly. Must wear proper uniform at all times in accordance with the Standards of Appearance. Have a thorough knowledge of emergency procedures. Practice safety standards at all times. Be able to move luggage or packages weighing up to 40lbs. Employee must adhere to all work rules, procedures, and policies established by the company including, but not limited to, those contained in the employee handbook. Drive our Shuttle.We are proud to be an EEO employer M/F/D/V. We maintain a drug-free workplace.Job Type: Part-timeJob Type: Part-timeRequired experience:Hospitality: 1 yearRequired education:High school or equivalentJob Location:Lansing, MIRequired license or certification:ChauffersRequired language:English",https://www.indeed.com/viewjob?jk=5b776617d590133b
"The Team Member delivers over the top guest experience while working in a variety of roles within the restaurant. Whether they are acting as the Grill Guru, the Fry Fanatic, or Guest Service Specialist, they are focused on hot, fresh, flavorful food, and creating happy guests.

Brand: Checkers
Address: 808 N. Telegraph Monroe, MI - 48161
Property Description: 3208-Checkers-Monroe, MI
Property Number: 3208",https://www.indeed.com/viewjob?jk=2c038026571a16f4
"NOW HIRING! Part-Time Seasonal Stock Associates at Polo Ralph LaurenThe spring season is approaching and we here at Polo Ralph Lauren are seeking energetic, reliable stock associates to join our team.We are currently offering a highly competitive rate of pay commensurate with experience. Potential candidates must be available to work a minimum of 3 days a week, including weekends, 5:00 AM to 10:00 AM, with occasional overnight availability.Associates who demonstrate exceptional organizational skills, personal initiative, and have an extraordinary sense of urgency when dealing with tasks at hand may be asked to join our team on a permanent basis.Apply to our store during regular business hours (Monday-Saturday 10:00 AM-9:00 PM, Sunday 11:00 AM-6:00 PM) or reply to this post with ""Seasonal Stock Associate: in the subject line. Interviews will be conducted next week and successful candidates will begin orientation shortly thereafter.JOB DESCRIPTION: A stock associate is responsible for maintaining outstanding customer service as per Company standards, generating sales, merchandising, and safeguarding Company asses.Requirements:Ability to work early mornings and weekends.Physical ability to stand and work on feet for extended periods.Physical ability to move and handle boxes of merchandise and fixtures throughout the store, involving light to moderate lifting.Tasks & Responsibilities:Maintain organizational integrity in Back of House.Assist in processing & replenishing merchandise and monitoring floor stock.Maintain an awareness of all promotions and advertisements.Any other tasks as assigned from time to time by any manager.Skills & Competencies:Ability to communicate effectively with associates and leadership team.Strong organizational skills are a must.Strong work ethic and personal initiative are expected.Job Type: Part-time",https://www.indeed.com/viewjob?jk=4a575ea76d6f2a4b
"Position Objective:
Give a great experience every time to the customer in a fast paced, clean and safe environment.

Essential Functions:
Provide excellent customer service to all guests (ie, greet and thank customers).
Learn and become cross-trained (certified) in all positions (Cashier; Drinks; Fries; Toppings; Order Taking, Sampling, etc.) while following key practices.
Initiate and complete customer transactions quickly and accurately.
Follow health and safety guidelines for a clean and safe environment.
Be a team player, display enthusiasm and a positive attitude.
Transfer/carry out supplies between storage areas and the kitchen. Stock and execute proper rotation of products.
Inform immediate supervisor promptly of all problems or unusual matters of significance.
Operate and maintain food and drink related equipment and registers properly and safely.
Perform other duties and responsibilities as requested by management.

Work Environment:
This position operates in a restaurant setting. The noise level in the work environment can be loud. The employee may be exposed to hazards including, but are not limited to, cuts, slipping, tripping, falls and burns. Frequent hand washing is required. Uniforms and hygiene expectations are required.

Requirements:
Be able to work in fast paced environment, exhibit a sense of urgency.
Must be able to work in any area of the restaurant when needed and to operate a computerized Point of Sale/cash register.
Provide exceptional customer service and willing to learn the Charleys system.
Ability to use general restaurant equipment (e.g. warmer, fryer, slicer, grill, etc.).
The position may require occasional lifting of products to waist level weighing up to 50 pounds.
The position also requires bending, standing, and walking for extended periods.
Have the knowledge and ability to speak, read, write, and understand the primary language(s) of the work location.
Maintain neat, clean, and professional appearance.
Provide a positive and enthusiastic approach to all assignments.
Willingness to work a flexible schedule that may include mornings, evenings, weekends, nights and/or holidays.
Be able to learn the menu (proper ingredients, portion size and presentation).
Work well in a team environment and understand that each position depends on the other.
Disclaimer: The above statements are intended to describe the general nature and level of work performed by employees assigned to this position. It is not designed to contain or be interpreted as a comprehensive list of all duties, responsibilities, and qualifications. Store management reserves the right to amend and change responsibilities to meet business needs as necessary.
Brand: Charley's Grilled Subs
Address: 489-D W. 14 mile Rd Troy, MI - 48083
Property Description: #176 - Oakland Mall
Property Number: 176",https://www.indeed.com/viewjob?jk=8b8877fa0833830b
Position available for a Keyholder. Looking for a self driven and motivated individual who strives to meet goals.Job RequisitesExperience in money handling preferredHigh school diplomaMust have the ability to stand during scheduled shiftsCustomer service experienceBasic math skills necessaryAbilty to learn ear piercingExcellent Communication skills requiredMust be 18 +Apply online or in personJob Type: Part-timePay: $9.50 /hourJob Type: Part-timeRequired education:High school or equivalent,https://www.indeed.com/viewjob?jk=a5886ed8eb5771ae
"Job SummaryCustomer service, making sure all guests are accommodatedSetting up for eventsSevering guests throughout eventCleaning tasks, breaking down at end of serviceApply in person Monday thru Saturday between 10am - 4pm.Job Type: Part-time",https://www.indeed.com/viewjob?jk=64fdecc2d916e8cc
"We are searching for a high energy bartender who is familiar with a wide variety of drink recipes and is capable of delivering quality customer service. The Bartender will be responsible for serving patrons at our front bar and fulfilling drink orders for the dining room, monitoring the cash drawer at the bar and performing alcohol inventories at the end of each night to help in maintaining proper inventory levels. * Must be able to lift 20 pound boxes and stand for an8-hour shift.Strong customer service and interpersonal communications skills requiredDeliver a consistently high level of customer service to each client and maintain a safe environment by identifying problem clients and having them removedKeep bar area clean in accordance with the company’s guidelines as well as the requirements of the local health departmentMaintain an accurate cash drawer throughout the night and be able to account for any and all discrepancies in the final drawer tallyMix all drinks based on the serving sizes as outlined in the company manual to keep drink costs at a minimumDevelop an efficient work pace that keeps the customers at the bar and in the dining room satisfied at all timesJob Type: Part-timeRequired experience:Server or Bartender: 1 year",https://www.indeed.com/viewjob?jk=0aa5b1bcf26850c8
"Working at Qdoba is about more than just food. Its about cracking conversations, working with people you dig, and serving up awesome in everything you do.

Were real people, serving real people. So, dont use a script, fake a smile, or pretend you are someone youre not. Just be you.

Dig in and...
Live for the flavor of life
Rally around helping our guests create rave-worthy orders and educate them about their options
Lend a hand in keeping a clean and inviting restaurant that would make anyone want to kick back and stay a while
The Finer Details:
Must feel life is about having fun and being curious
Must have a genuine desire to make others happy
Ability to communicate in English is required
Must be able to lift up to 50 lbs.
May be required to operate/access equipment at standard heights while walking and standing during entire shift
Age requirements may apply in order to remain in compliance with State and Federal laws


Check out the Total Rewards and benefits we offer our employees by clicking here
Brand: Qdoba
Address: 301 E Big Beaver Rd Troy, MI - 48084
Property Description: 001719-Big Beaver-Troy, MI
Property Number: 001719",https://www.indeed.com/viewjob?jk=4a367d96d8d9a3a1
"Shear Quality Pet Grooming located in Shelby Township is looking to hire a bather/assistant. Looking for a positive, patient, gentle animal lover to be a part of our team. Experience is great, but willing to train someone passionate about pet grooming. Safety, quality grooms, and excellent customer service is what we strive for, if you have similar values please contact us.Advancement opportunities are available.ResponsibleReliable TransportationTeam playerHard workingPassionate about animalsMust be comfortable working with dogs of all sizesClean and organizedJob Type: Part-timeRequired education:High school",https://www.indeed.com/viewjob?jk=43ee98a086a1ccc4
"Job SummaryThis position will be assisting clients with obtaining the information that they need to use our services. You will be answering phones, gathering information, data entry input, cash handling and staying compliant at all times.Job Type: Part-timeRequired experience:Customer Service, Cash Handling and Computer: 2 yearsCustomer Service: 2 years",https://www.indeed.com/viewjob?jk=484014506c625751
Job SummaryWe are currently seeking evening servers. Part-time to Full-timeMust be able to work weekends and HolidaysHave great customer serviceMust have serving experienceJob Type: Part-timeRequired education:High school or equivalent,https://www.indeed.com/viewjob?jk=9dcb166388b1abe7
"Crew Member Responsibilities
 -Maintaining customer satisfaction by providing quick service and quality food to our customers
 -Maintain neat and clean work stations
 -Prepping the work stations
 -Provide excellent customer service
Crew Member Qualifications
 -Good communication skills
 -Must be well groomed
 -Must be able to tolerate standing, walking, bending, reaching, kneeling, squatting frequently, Along with lifting up to 50 lbs.
 -Must be able to work well with other team members

Brand: DiBella's Subs
Address: 1340 SOM Center Rd Mayfield Heights, OH - 44124
Property Description: 125 - SOM Center Rd
Property Number: 125",https://www.indeed.com/viewjob?jk=d86bac321dabc86b
